Japanese|Romaji|Russian|Utility|Type
肝木|kanboku|бот. калина; = Viburnum opulus|4|
気付け|kitsuke|поднятие тонуса; средство для поднятия тонуса (о выпивке); приведение в чувство; возвращение к жизни   118473_|4|
気味|kimi|чувство; ощущение; впечатление; настроение; намек; признак; налет; оттенок|4|
施行|shikou|введение в действие; исполнение; осуществление; |4|
施行 する|shikou suru|вводить в действие; исполнять; осуществлять; применять на практике; *=55 вступать в силу; применяться на практике; исполняться  137935_|4|
清水|shimizu|чистая (ключевая) вода  437403_|4|
出場|shutsujou|выход (на сцену и т.п.); выступление; участие; |4|
出場 する|shutsujou suru|выступать; участвовать  146696_|4|
承認|shounin|одобрение; признание; согласие; |4|
承認 する|shounin suru|одобрять; признавать; давать согласие|4|
身上|shinshou|разг.; состояние; богатство; хозяйство; дом|4|
人体|jintai|человеческое тело; организм  152458_|4|
水兵|suihei|[военный]  моряк (матрос)|4|
切羽|seppa|сэппа (шайбы по обеим сторонам гарды японского меча) 118000_|4|
前後|zengo|[то; что]  впереди и  [то; что]  сзади; [то; что]  раньше и  [то; что]  позже; порядок; последовательность; раньше или позже  чего  л.; суф. около; примерно|4|
前後 の|zengo no|передний и задний; продольный|4|
前後 する|zengo suru|перепутываться|4|
前後 して|zengo shite|в одно время  с чем  л., почти одновременно; друг за другом|4|
前方|zenpou|перед; |4|
前方 の|zenpou no|передний; |4|
前方 に|zenpou ni|впереди; перед  чем  л., впереди  чего  л.; *=71 вперед|4|
退場|taijou|уход (из помещения; со сцены и т.п.); |4|
退場 する|taijou suru|уходить; выходить; покидать  что  л.|4|
立ち上がり|tachiagari|начало; запуск; почин; подъем  [на ноги], вставание|4|
訂正|teisei|исправление; правка; корректирование; |4|
