Japanese|Romaji|Russian|Utility|Type
番う|tsugau|спариваться; случаться|2|
番える|tsugaeru|соединять (одно с другим); класть (стрелу на тетиву); обмениваться (обещаниями)|2|
父|chichi|отец|2|
お父さん|otousan|отец; папа|2|
父さあん|tousaan|отец; папа|2|
風|kaze|ветер|2|
風|FUU|обычаи; нравы; привычки; [внешний]  вид; манера; способ; стиль|2|
こんな風に|KONNA FUUNI|так|2|
こう いう風|KOU IU FUUNI|так|2|
分かる|wakaru|быть понятным; понимать; быть известным; знать; узнавать  кого  л.|2|
分かつ|wakatsu|делить (на части; с кем  л.); различать; отличать; распределять|2|
分ける|wakeru|делить; разъединять; уделять; выделять; уступать; разграничивать; сортировать|2|
分けて|wakete|прежде всего; помимо всего прочего; в особенности; главным образом; еще больше; еще сильнее|2|
分け|wake|деление; распределение; спорт. ничья|2|
分かれる|wakareru|разделяться; отделяться; разветвляться; расставаться; разводиться|2|
分かり|wakari|понимание|2|
分|BUN|часть; доля; порция; количество; доля; участь; положение; долг; обязанность; партия (товара); сорт; положение; ход дела|2|
分|BU|одна сотая; процент; [десятая]  доля; проценты; комиссионные; мера длины (1/10  сун; 3,03  мм); единица размера обуви (1/10  мон; 2,4  мм); старинная монета (четверть ре); толщина в идиомах|2|
分|FUN|минута (единица времени); минута (единица измерения угла); мера веса (1/10  моммэ; 0,375  г.)|2|
聞く|kiku|слышать; внимать; слушаться; спрашивать|2|
聞こえる|kikoeru|быть слышным; доноситься; звучать; казаться; производить впечатление; быть известным; быть благоразумным|2|
聞かす|kikasu|рассказывать; давать знать|2|
聞かせる|kikaseru|рассказывать; давать знать|2|
米|kome|рис (в зерне)|2|
米|yone|возвышенное: рис; летие (см. ниже)|2|
米|meetoru|метр|2|
米|BEI|сокр. сша|2|
歩く|aruku|идти  [пешком]; ходить|2|
歩む|ayumu|возвышенное: идти  [пешком]; ходить|2|
