Japanese|Romaji|English|Utility|Type
相|SOU|aspect; physiognomy; lineaments; astron., phys., chem., elec. phase|3|
相|ai|aspect; physiognomy; lineaments; astron., phys., chem., elec. phase|3|
相|au|aspect; physiognomy; lineaments; astron., phys., chem., elec. phase|3|
相する|SOUSURU|tell fortune|3|
送る|okuru|send; mail; dispatch; ship; see off; escort; spend (time); add kana ending to a kanji|3|
送り|okuri|sending; seeing off; invoice|3|
息|iki|breath; sigh|3|
息 する|iki suru|breathe; respire|3|
息む|ikimu|strain; bear down|3|
息み|ikimi|strain; labor pains|3|
息づく|ikiduku|heave a sigh; gasp|3|
息づく|ikizuku|heave a sigh; gasp|3|
息|SOKU|son|3|
速い|hayai|quick; fast; rapid|3|
速める|hayameru|quicken; speed up|3|
速やか|sumiyaka|lit:|3|
速やか|sumiyakani|lit:|3|
速やか な|sumiyaka na|quick; prompt; swift|3|
速やか な|sumiyakani na|quick; prompt; swift|3|
速やか に|sumiyaka ni|quickly; promptly; swiftly|3|
速やか に|sumiyakani ni|quickly; promptly; swiftly|3|
族|yakara|family; relatives; fellows; company; gang|3|
族|ZOKU|family; relatives; tribe; race; group (of chemical elements etc.); biol. tribe|3|
他 の|hoka no|another|3|
他 に (わ)|hoka ni (wa)|except|3|
他|hoka|another place; outside|3|
他 に (で)|hoka ni (de)|elsewhere|3|
他 から|hoka kara|from outside|3|
他|TA|others; the rest|3|
その他|SONOTA|the others; the rest; and so forth|3|
その他|sonohoka|the others; the rest; and so forth|3|
その他 に|SONOTA ni|besides; moreover|3|
その他 に|sonohoka ni|besides; moreover|3|
他し|adashi|obsolete:  another (in compounds)|3|
打つ|utsu|strike; hit; beat; knock; drive in (a nail etc.); strike (the hour); attack; kill; shoot; baseball  hit (the ball); forge (a sword etc.); clap (hands); touch (one's heart); cut off (one's head); send (a telegram); play (a game of go); gamble; perform (a play on stage); plow; till (a rice paddy); make (buckwheat noodles); braid (a cord); cast (a net); pay (money on a contract); water; sprinkle; give responses|3|
打つ|butsu|strike; hit; beat; colloquial:  speak|3|
打|DA|baseball  batting|3|
打|daasu|dozen|3|
対|TAI|the opposite; antonym; score  to|3|
対 で|TAI de|on equal terms; without a handicap|3|
対する|TAISURU|face; confront; oppose; be against; toward; to; in; by|3|
対して に|TAISHITE ni|toward; in regard to; against|3|
対し に|TAISHI ni|toward; in regard to; against|3|
対|TSUI|pair; set of two things|3|
待つ|matsu|wait; expect; anticipate|3|
代わる|kawaru|substitute; took the place of|3|
代わり|kawari|substitution; substitute; deputy; proxy; compensation; instead of; though; on the other hand|3|
お代わり|okawari|second helping|3|
に代わって|ni kawatte|instead of; in place of; on behalf of|3|
代える|kaeru|replace  smth. with another; substitute|3|
代|yo|era of rule|3|
代|DAI|generation; fee; charge|3|
代|shiro|generation; fee; charge|3|
代々|DAIDAI|generation after generation|3|
代々 の|DAIDAI no|successive; hereditary|3|
代|yoyo|eleg: generation after generation|3|
代 の|yoyo no|successive; hereditary|3|
題|DAI|title; caption; topic; subject|3|
題する|DAISURU|be entitled|3|
炭|sumi|charcoal|3|
短い|mijikai|short|3|
短|TAN|weak point; shortcoming in idioms:|3|
談|DAN|conversation; talk; story; account|3|
談じる|DANJIRU|talk about  smth., discuss; negotiate|3|
着る|kiru|put on; dress; don; wear; take (the blame)|3|
着せる|kiseru|clothe; dress  smb.; cover; coat; plate; pin (a crime) on  smb.|3|
着こなす|kikonasu|dress oneself  [stylishly]|3|
着ける|tsukeru|put on; dress; wear; bring (a vehicle or boat) alongside; put ashore|3|
着く|tsuku|arrive; reach; settle; take one's place|3|
着|CHAKU|arrival|3|
着する|CHAKUSURU|put on; dress; wear|3|
着々|CHAKUCHAKU|steadily; step by step|3|
柱|hashira|pillar; post; column; prop; mainstay|3|
柱|ji|bridge (of a stringed instrument)|3|
注|CHUU|explanatory note; comment|3|
注する|CHUUSURU|annotate; comment|3|
注ぐ|sosogu|pour; sprinkle; irrigate; flow into (a sea etc.); bound  devote; focus; concentrate|3|
注ぐ|tsugu|pour; fill up; feed (a fire)|3|
注す|sasu|pour; fill up; instill|3|
丁|hinoto|th calendar sign (celestial stem) in  Chinese sexagenary cycle|3|
丁|TEI|the fourth|3|
丁|CHOU|even  [number]|3|
丁々|CHOUCHOU|onomat. clashing (of swords)|3|
帳|CHOU|account book; notebook; album|3|
帳|tobari|curtain; hangings|3|
調べる|shiraberu|examine; investigate; study; check up; make sure; inquire; question; look up; consult (a dictionary etc.); tune (a stringed instrument); play (a stringed instrument)|3|
調べ|shirabe|investigation; examination; checkup; inquiry; inspection; tune; melody; sounds of music|3|
調える|totonoeru|prepare; make ready; arrange; settle; conclude; get; procure; raise; season; flavor|3|
調う|totonou|be prepared; be ready; be arranged; be settled|3|
調|CHOU|music  key; hist. product tax|3|
追う|ou|drive away; expel; pursue; chase|3|
追って|otte|later on; afterwards|3|
追々|oioi|gradually; by and by; in due time|3|
定める|sadameru|determine; fix; set; appoint; decide; establish; prescribe|3|
定まる|sadamaru|be decided; be fixed; be settled; quiet down; be determined by  smth., depend on  smth.|3|
定め|sadame|rule; regulation; law; decision; agreement; destiny; fate; karma|3|
定めて|sadamete|probably; presumably; surely; no doubt|3|
定めし|sadameshi|probably; presumably; surely; no doubt|3|
定めなき|sadamenaki|uncertain; changeable; transient; ephemeral|3|
定か|sadaka|certain; definite; positive|3|
定か|sadakana|certain; definite; positive|3|
庭|niwa|yard; courtyard; garden|3|
笛|fue|flute; pipe; clarinet; whistle|3|
鉄|TETSU|iron|3|
鉄 の|TETSU no|iron; ferrous|3|
鉄|kurogane|lit:  iron|3|
転じる|TENJIRU|revolve; rotate; turn around; alter; change; shift; turn; move; be transferred|3|
転じて|TENJITE|figuratively|3|
転ぶ|korobu|fall down; tumble down; roll|3|
転ぶ|marobu|fall down; tumble down; roll|3|
転ばす|korobasu|knock down; tumble down; roll over|3|
転がす|korogasu|knock down; tumble down; roll over|3|
転がる|korogaru|roll; lie down; fall down; lie about; sprawl; welter|3|
転げる|korogeru|roll; lie down; fall down; lie about; sprawl; welter|3|
転た|utata|more and more; in some way; somehow; keenly; vividly|3|
転ける|kokeru|fall down; tumble down|3|
転々 する|TENTEN suru|pass from hand to hand; wander from place to place|3|
登る|noboru|go up; climb; mount; rise; ascend|3|
都|miyako|obsolete:  capital city|3|
都|TO|metropolis; Tokyo|3|
度|DO|degree; extent; limit; degree (unit of measuring)|3|
度|tabi|time; occasion; after a verb  every time when...|3|
度々|tabitabi|often; frequently; again and again|3|
度々|DODO|lit:  often; frequently; again and again|3|
度する|DOSURU|reclaim; redeem|3|
度する|tai|reclaim; redeem|3|
島|shima|island|3|
島々|shimajima|islands|3|
投げる|nageru|throw; cast; pitch; hurl; abandon; throw up; sell at a loss|3|
投じる|TOUJIRU|throw; cast; invest; pay; spend; launch into  smth.|3|
湯|yu|hot water; hot spring; spa; bath; public bathhouse|3|
お湯|oyu|hot water; hot spring; spa; bath; public bathhouse|3|
等しい|hitoshii|equal; equivalent; same|3|
等|TOU|class; grade; rank; etcetera; and so forth; and the like|3|
等|nado|etcetera; and so forth; and the like|3|
等々|TOUTOU|etcetera; and so forth; and the like|3|
等々|ra|etcete; and so forth; and the like|3|
豆|mame|beans; peas|3|
動く|ugoku|move; shift; stir; act; work; operate; run; vary; change; be touched; be moved|3|
動き|ugoki|movement; motion; activity; development; trend|3|
動かす|ugokasu|move; shift; set in motion; move; touch; affect; impress|3|
動じる|DOUJIRU|be touched; be moved|3|
動 [と] も すれば|yaya [to] mo sureba|too often; too readily (do smth.)|3|
童|warabe|obsolete:  child|3|
農|NOU|agriculture|3|
波|nami|wave|3|
配る|kubaru|distribute; pass out; send out; pay (attention)|3|
配する|HAISURU|arange; allot; allocate; match; subordinate (a person to another); spouse; obsolete:  exile|3|
倍 [に] する|BAI [ni] suru|double|3|
倍 の|BAI no|doubled|3|
箱|hako|box; chest; case; bin; shamisen; colloquial:  railway car|3|
畑|hatake|[dry]  field; plantation; vegetable garden; figurative:  one's field; one's specialty|3|
畑|hata|[dry]  field; plantation; vegetable garden; figurative:  one's field; one's specialty|3|
発する|HASSURU|emit; emanate; radiate; discharge; utter; give out; issue; publish; promulgate; send out; dispatch; depart; leave; cause; give rise to  smth.; originate in  smth., start  somewhere|3|
発つ|tatsu|leave; depart; start|3|
発く|abaku|disclose (a secret), expose (a crime); open (a grave)|3|
反る|soru|warp; bend; curve; lean backwards (as of a body part)|3|
反らす|sorasu|bend  [backward], curve; warp|3|
反り|sori|bend; warp; curvature; arch (of a bridge etc.)|3|
反す|kaesu|turn over (upside down; inside out)|3|
反る|kaeru|turn over; become overturned|3|
反|HAN|antithesis|3|
反する|HANSURU|oppose; contradict; go against|3|
反|TAN|unit of square measure (300  tsubo; 9.9  ares); unit for measuring rolls of cloth (10.6  m in length and 34  cm in width); unit of length (6  ken; 10.9  m); unit for measuring the width of a sail (about 1  m)|3|
板|ita|board; plank; plate; sheet; the boards; stage|3|
悲しい|kanashii|sad; pathetic; sorrowful|3|
悲しげ|kanashige|sad; pathetic; sorrowful|3|
悲しむ|kanashimu|be sad; grieve; lament; deplore|3|
悲しがる|kanashigaru|be sad; grieve; lament; deplore|3|
悲しみ|kanashimi|grief; sadness|3|
皮|kawa|skin; hide; pelt; leather; fur; bark; rind; peel; husk; shell|3|
美しい|utsukushii|beautiful|3|
美|BI|beauty|3|
美々しい|BIBISHII|beautiful; splendid|3|
鼻|hana|nose; trunk; snout; muzzle|3|
筆|fude|writing brush; painting brush; stroke of a brush; one's brushwork; one's style; figurative:  pen (of a writer)|3|
氷|koori|ice|3|
氷る|kooru|freeze; congeal|3|
氷|hi|ice; hail|3|
表|omote|right side; face; front; head; surface; outward appearance; exterior; lobby; guest room; mat covers; baseball  first half of an inning|3|
表 に (で)|omote ni (de)|outdoors; on the street|3|
表|HYOU|table; chart; diagram; schedule; list; memorial to the Throne|3|
表 に する|HYOU ni suru|put into tabular form; tabulate|3|
表する|HYOUSURU|express; manifest|3|
表す|arawasu|express|3|
表れる|arawareru|be displayed; be expressed|3|
病|yamai|illness; sickness; disease; [bad]  habit; weakness; passion|3|
病む|yamu|get sick; be ill; suffer from  smth.|3|
病める|yameru|obsolete:  get sick; be ill; suffer from  smth.|3|
秒|BYOU|second (1/60  of a minute)|3|
品|shina|thing; article  [of merchandise], commodity; quality; brand; type; kind|3|
品|HIN|refinement; elegance; grace; dignity|3|
品々|shinajina|various articles (things; commodities)|3|
負|FU|math., elec. negative value; minus|3|
負 の|FU no|negative|3|
負ける|makeru|be defeated; be beaten; lose (a game etc.); yield to  smth., succumb to  smth.; be inferior; be second; fall behind; cut (the price), give a reduction; be poisoned (with lacquer)|3|
負け|make|defeat; loss; lost game|3|
お負け|omake|addition; premium; prize; small discount; exaggeration; embellishment|3|
お負け に|omake ni|besides; in addition|3|
負かす|makasu|beat; defeat; vanquish; outdo|3|
負かる|makaru|reduce the price|3|
負う|ou|carry on the back; assume; bear (responsibility); sustain (an injury etc.); owe; bear a debt|3|
負ぶさる|obusaru|ride on  smb. 's  back; figurative:  sponge off  smb.|3|
負んぶ する|onbu suru|carry on the back|3|
負んぶ して|onbu shite|at  smb. 's  expense|3|
部|BU|part; section; department; class; category; division; copy (of printed matter); ministry (in China)|3|
服|FUKU|clothes; clothing; dress; costume|3|
服する|FUKUSURU|yield; obey; admit; serve (in the army etc.)|3|
福|FUKU|happiness; good fortune; blessing; prosperity|3|
福々しい|FUKUBUKUSHII|happy  looking|3|
物|mono|thing; object; matter; something; substantivizer of  the preceeding  word or phrase|3|
物する|monosuru|do; perform; write (poetry)|3|
物々しい|monomonoshii|showy; pompous; pretentious|3|
平ら な|taira na|flat; level; smooth; calm; tranquil|3|
平ら|taira|plain; the Taira family|3|
平|hira|flat surface; broad in idioms:|3|
平 の|hira no|flat; level; smooth; simple; plain; mere|3|
平 に|hira ni|humbly; earnestly|3|
平たい|hiratai|flat; even; level; simple; plain; ordinary|3|
平ったい|hirattai|colloquial:; flat; even; level; simple; plain; ordinary|3|
平らか で ある|tairaka de aru|be pleased|3|
平らげる|tairageru|subjugate; quell; informal:  eat up; finish; consume|3|
返す|kaesu|return; give back; send back; repay; reply; turn over; dismiss; discharge|3|
返る|kaeru|return to (former state); be given back|3|
お返し|okaeshi|reply; answer; return gift; change (for money)|3|
返し|kaeshi|change of a scene|3|
勉める|tsutomeru|endeavor; try hard; exert oneself|3|
勉めて|tsutomete|diligently|3|
放す|hanasu|let go; release; set free|3|
放つ|hanatsu|let go; release; set free; emit; give out; send forth; banish; drive out; exile; fire; shoot; discharge; set fire|3|
放る|houru|throw; cast; toss; fling; give up; leave as it is|3|
放れる|hanareru|become free|3|
放ったらかす|hottarakasu|neglect; let aside|3|
放く|koku|> informal:; give off (smell etc.); tell (lie; rubbish)|3|
放る|hiru|pass (gas)|3|
味|aji|taste; flavor; relish; pleasure; sentiment (of the market)|3|
味 な|aji na|clever; witty; smart|3|
味わい|ajiwai|taste; flavor|3|
味わう|ajiwau|taste; savor; enjoy; appreciate; feel; experience; go through  smth.|3|
命|inochi|life|3|
命 の ある|inochi no aru|alive|3|
命 の ない|inochi no nai|dead|3|
命|MEI|command; order; instruction; life; destiny; fate|3|
命じる|MEIJIRU|order; command; appoint; nominate|3|
面|omote|face; surface  [of water]; mask (in Noh theater)|3|
面|omo|lit:; face; surface  [of water]; mask (in Noh theater)|3|
面|mo|lit:; face; surface  [of water]; mask (in Noh theater)|3|
面|MEN|lit:  face; mask; faceguard; surface; side; facet; aspect; side; phase; corners (to plane off); page (of a newspaper)|3|
面|tsura|> informal:; face; phiz; surface|3|
面する|MENSURU|face; border; front on  smth.|3|
面々|MENMEN|everyone; all|3|
問い|toi|question; inquiry|3|
問う|tou|ask; inquire; question; accuse; charge; with neg. care; mind|3|
問わず|towazu|regardless of...|3|
役|YAKU|office; post; position; duty; function; role; theater  role; part; hand (in a card or mahjong game)|3|
役|EKI|war; military campaign; expedition; battle; hist. exacted unpaid labor; corvee|3|
役する|EKISURU|press  smb. into service|3|
役|edachi|arch:  statute labor|3|
薬|kusuri|medicine; drug; remedy; figurative:  benefit; enamel; glaze; gunpowder; petty bribe; with neg. trifle; a bit|3|
薬 の|kusuri no|medicinal; beneficial; good|3|
薬|YAKU|slang  drug; dope|3|
油|abura|oil|3|
有る|aru|be; exist; there is; be had; be found; be  somewhere; be sited; be located; be situated; happen; occur; take place; consist in  smth., be reduced to  smth.; number; measure; weigh; cover; have a magnitude of...; used in grammatic constructions like [,; ]|3|
有|U|Buddh., philos. existence; something|3|
有|YUU|possession in idioms:|3|
有する|YUUSURU|have; own; possess|3|
有らゆる|arayuru|each and every; every possible|3|
由|yoshi|reason; cause; ground; means; way|3|
由 ある|yoshi aru|lit:  of some consequence; of position; of noble birth|3|
由 です|yoshi desu|it is said that...; I hear that...|3|
由る|yoru|be caused by  smth., be due to  smth.|3|
由々しい|YUYUSHII|serious; grave; fatal|3|
遊ぶ|asobu|play; amuse oneself; enjoy oneself; make a pleasure trip; visit  smb.; loaf; make merry; have a spree; stay idle; be out of use; be jobless; study (abroad)|3|
