Japanese|Romaji|English|Utility|Type
ア行|agyou|Japanese only  vowel syllables ( _  _  _  _ )|10|
諦め|akirame|abandonment; renunciation; resignation; reconciliation|10|
悪|aku|evil; vice; badness|10|
灰汁|aku|lye; harsh taste; harshness|10|
飽く|aku|lit. 000699_|10|
明く|aku|open (esp. of one's eyes); be settled; be put in order; expire; be over|10|
アクアトロン|akuatoron|aquatron (water chamber for biological research)|10|
アクアノウト|akuanouto|aquanaut|10|
アクアマリン|akuamarin|min. aquamarine|10|
灰汁洗い|akuarai|washing with lye|10|
アクアラング|akuarangu|aqualung; Aqua  Lung (originally a trademark)|10|
悪意|akui|ill will; malice; spite; evil intention; bad meaning|10|
悪意 の ある|akui no aru|malicious; spiteful; |10|
悪意 で|akui de|with evil intent; in bad faith; |10|
悪意 から|akui kara|,*=02 from spite; maliciously|10|
悪衣|akui|lit. shabby clothes; rags; tatters|10|
悪因悪果|akuin'akka|Buddh. sow evil and reap evil; bad deeds lead to retribution|10|
悪因|akuin|Buddh. bad factor (leading to bad karma)|10|
悪因縁|akuinnen|Buddh. karma spoiled by evil deeds|10|
悪運|akuun|devil's own luck; ill fate; bad fortune|10|
悪影響|akueikyou|bad (baneful) influence|10|
悪疫|akueki|plague; pestilence; epidemic|10|
悪縁|akuen|evil fate; unfortunate love|10|
悪縁 の|akuen no|fatal; ill  fated|10|
悪形|akugata|villain's part; villain (in Kabuki theater)|10|
悪方|akugata|villain's part; villain (in Kabuki theater)|10|
悪感化|akukanka;akkanka|bad influence  upon smb.|10|
悪感(情)|akukanjou;akkanjou|ill feeling (toward smb.), dislike; animosity; unfavorable impression|10|
悪戯|akugi|lit. 003505_|10|
悪逆|akugyaku|lit.; treachery; treason; atrocity; brutality|10|
悪逆の徒|akugyakunoto|traitor [s], rebel [s]|10|
悪逆無道 の|akugyakumudou no|lit. atrocious; brutal; treacherous|10|
悪行|akugyou;akkou|misdeed; evildoing; wicked act|10|
悪業|akugou|bad karma; sinful deed|10|
飽くことを知らぬ|akukotowoshiranu|insatiable; rapacious; greedy|10|
悪妻|akusai|bad wife|10|
悪材料|akuzairyou|exch. adverse factor|10|
悪策|akusaku|poor policy (measures; plan)|10|
悪事|akuji|evil deed; crime|10|
悪食|akujiki;akushoku|gross feeding; |10|
悪食 する|akujiki;akushoku suru|be a gross eater; eat bizarre food|10|
悪疾|akushitsu|malignant (virulent) disease|10|
悪質|akushitsu|bad quality; |10|
悪質 な|akushitsu na|of poor quality; malignant; viciousness; wicked|10|
悪質化|akushitsuka|deterioration in quality|10|
アクシデント|akushidento|accident|10|
悪手|akushu|poor move (in a game)|10|
悪趣|akushu|Buddh. bad realms (hell; hungry ghosts and animals)|10|
悪酒|akushu|bad sake; cheap liquor|10|
悪習|akushuu|bad habit; vice|10|
悪臭|akushuu|stink; stench; bad odor|10|
悪習慣|akushuukan|bad habit; evil custom|10|
悪趣味|akushumi|bad (vulgar) taste|10|
悪循環|akujunkan|vicious circle|10|
悪所|akusho|bad (dangerous) place; house of ill fame|10|
悪書|akusho|bad (harmful; vicious) book|10|
悪女|akujo|lit. ugly woman; wicked woman|10|
悪性|akushou|evil nature; licentiousness; lewdness; |10|
悪性 の|akushou no|evil  natured; evil  disposed; licentious; lewd; dissolute   100771_|10|
悪条件|akujouken|unfavorable conditions|10|
アクション映画|akushon'eiga|action film (movie)|10|
アクション|akushon|action; activity; action (genre)|10|
アクションスタア|akushonsutaa|action  [film]  star|10|
アクションドラマ|akushondorama|cinema  action drama|10|
悪神|akujin|evil deities|10|
悪水|akusui|bad (dirty; undrinkable) water|10|
アクスル|akusuru|axle|10|
悪性|akusei|med. malignancy; |10|
悪性 の|akusei no|med. malignant; vicious; virulent  100761_|10|
悪政|akusei|misgovernment|10|
悪声|akusei|bad voice|10|
悪税|akuzei|bad (irrational; unreasonable) tax|10|
悪性腫瘍|akuseishuyou|med. malignant tumor|10|
アクセサリイ|akusesarii|[fashion]  accessory; accessory  [item]|10|
アクセス|akusesu|access; |10|
アクセス する|akusesu suru|access|10|
アクセスタイム|akusesutaimu|comp. access time|10|
悪舌|akuzetsu|evil tongue; slander|10|
アクセプタンス|akuseputansu|fin. acceptance|10|
アクセラレエタア|akuserareetaa|comp. accelerator|10|
アクセル|akuseru|abbrev. accelerator|10|
アクセルジャmプ|akuserujanpu|sports  axel jump (in figure skating)|10|
アクセレレエタア|akuserereetaa|tech. accelerator|10|
悪戦|akusen|desperate fight; hard battle; stiff contest|10|
悪銭|akusen|ill  gotten money; coin of low quality|10|
悪戦苦闘|akusenkutou|hard struggle; bitter contest; |10|
悪戦苦闘 する|akusenkutou suru|fight desperately|10|
アクセント|akusento|accent; stress; tone|10|
悪僧|akusou|dissolute priest; rascal monk|10|
悪相|akusou|evil countenance; vicious look; |10|
悪相 の|akusou no|evil  looking|10|
アクタア|akutaa|actor|10|
悪態|akutai|foul language; curse|10|
悪態を吐く|akutaiwotsuku|curse; call  smb. bad names|10|
悪玉|akudama|col. villain; baddie|10|
悪たれ|akutare|inf.; mischief; abusive words; rowdy; naughty boy|10|
悪たれ口|akutareguchi|insulting remark; abusive language|10|
悪たれる|akutareru|inf. do mischief|10|
悪太郎|akutarou|slang  bad boy; imp; little rougue|10|
悪血|akuchi;waruchi;oketsu|impure (virulent) blood|10|
アクチニウム|akuchiniumu|chem. actinium; = Ac|10|
アクチビチイ|akutibitii|activity|10|
アクチブ な|akutibu na|active|10|
アクチブホウミング|akutibuhoumingu|milit. active homing|10|
アクチュアリチイ|akuchuaritii|actuality|10|
アクチュアル な|akuchuaru na|actual|10|
悪天(候)|akutenkou|bad weather|10|
悪党|akutou|rascal; scoundrel; villain; rogue|10|
悪投|akutou|baseball  bad throw|10|
悪童|akudou|brat; bad (naughty; mischievous) boy|10|
悪道|akudou|Buddh. bad realms; lit. wrong (evil) course|10|
悪徳|akutoku|vice; immorality; corruption; |10|
悪徳 の|akutoku no|wicked; dishonest; corrupted|10|
悪徳新聞|akutokushinbun|scandalous newspaper; yellow press|10|
アクトレス|akutoresu|actress|10|
悪に傾く|akunikatamuku|be inclined to evil|10|
悪日|akunichi;akubi|unlucky (evil) day|10|
悪人|akunin|bad man; villain; scoundrel|10|
アクネ|akune|acne|10|
悪婆|akuba|mean old woman|10|
悪罵|akuba|lit. abuse; curse; vilification; |10|
悪罵 する|akuba suru|abuse; curse; vilify|10|
悪馬|akuba;akume|bad (wild; unmanageable) horse|10|
欠[伸]|akubi|yawning; |10|
欠[伸] お する|akubi o suru|yawn|10|
悪筆|akuhitsu|poor handwriting|10|
悪評|akuhyou|bad reputation; ill fame; notoriety; unfavorable criticism; abusive remark; |10|
悪評 の ある|akuhyou no aru|notorious|10|
悪評 する|akuhyou suru|speak ill of  smb., criticize severely|10|
悪平等|akubyoudou|perverted (blind) equality|10|
悪婦|akufu|bad (wicked; shrewish) woman|10|
悪風|akufuu|bad custom; vicious practice; vice|10|
悪文|akubun|bad style; poor writing|10|
悪弊|akuhei|vicious practice; abuses; evils|10|
悪癖|akuheki;waruguse|bad habit; vice|10|
悪法|akuhou|bad (evil; oppressive) law; bad way; vicious method; Buddh. bad (misleading) religion|10|
悪魔|akuma|evil spirit; demon; devil; fiend|10|
飽くまで も|akumade mo|persistently; to the utmost|10|
悪魔払い|akumabarai|exorcism|10|
悪名高い|akumyoudakai|infamous; notorious|10|
悪夢|akumu|bad dream; nightmare|10|
アクメ|akume|orgasm (Fr. acmé)|10|
悪名|akumei;akumyou|bad reputation; ill repute; notoriety|10|
悪友|akuyuu|bad company|10|
悪用|akuyou|misuse; abuse; impoper use; |10|
悪用 する|akuyou suru|misuse; put to a bad use|10|
悪辣 な|akuratsu na|unscrupulous; crafty; wily; knavish; villainous|10|
アグリイメント|aguriimento|agreement|10|
アグリカルチャア|agurikaruchaa|agriculture|10|
アグリビジネス|aguribijinesu|agribusiness|10|
悪霊|akuryou;akurei|lit. evil spirit|10|
握力|akuryoku|grasping power; grip (of one's hand)|10|
アクリル の|akuriru no|acrylic (Germ. Acryl)|10|
アクリル酸|akurirusan|chem. acrylic acid|10|
アクリロニトリル|akurironitoriru|chem. acrylonitrile|10|
明くる|akuru|next; following (day; month etc.)|10|
悪例|akurei|bad example; evil precedent|10|
アグレッシブ な|aguresshibu na|aggressive|10|
悪路|akuro|bad (rough) road|10|
アクロバチック な|akurobachikku na|acrobatic|10|
アクロバット|akurobatto|acrobatics; acrobat|10|
アクロポリス|akuroporisu|acropolis; (in ancient Greece)|10|
アクロマチックレンズ|akuromachikkurenzu|opt. achromatic lens|10|
亜群|agun|math. groupoid; magma|10|
揚げ|age|abbrev.|10|
揚げ足取り|ageashitori|faultfinding; quiddity|10|
揚げ足を取る|ageashiwotoru|trip  smb. upon his (her) own words; fault  smb. on the slip of the tongue|10|
上げ下ろし|ageoroshi|raising and lowering; loading and unloading|10|
明け方|akegata|dawn; daybreak; |10|
明け方 に|akegata ni|at dawn|10|
挙句|ageku|in the end; finally; on top of all that; after  smth.(used after    or  ); last line of a renga|10|
挙句の果て に|agekunohate ni|finally; on top of all that|10|
上げ下げ|agesage|raising and lowering; modulation; intonation; praising and blaming|10|
上げ潮|ageshio|rising tide; high tide|10|
上げ相場|agesouba|exch. bullish market; rising quotations|10|
明け初める|akesomeru|begin to dawn|10|
揚げ出し(豆腐)|agedashidoufu|fried tofu in a savory sauce|10|
上げ畳|agedatami|tatami finished on both sides|10|
開け閉て する|aketate suru|open and shut (doors etc.)|10|
開け'放し に する|akeppanashi ni suru|leave  smth. open|10|
論う|agetsurau|discuss; discourse; comment|10|
挙げて|agete|all; whole; en masse|10|
朱に染まる|akenisomaru|welter in blood|10|
揚げ場|ageba|landing stage|10|
開け放す|akehanasu|throw open; open wide|10|
明け放す|akehanasu|throw open; open wide|10|
揚浜|agehama|salt farm built as a pool above sea level where seawater is evaporated|10|
通草|akebi|bot. five  leaf akebia; chocolate vine; = Akebia quinata|10|
木通|akebi;mokutsuu|bot. five  leaf akebia; chocolate vine; = Akebia quinata|10|
上げ蓋|agebuta|trap door; removable floor boards|10|
総角|agemaki|ancient hairstyle for boys (two raised loops on each side of the head looking like horns); women's hairstyle in the late 19 th century (hair twisted into a high knot and fixed with pins)|10|
総角貝|agemakigai|Chinese razor clam; constricted tagelus; = Sinonovacula constricta|10|
総角結び|agemakimusubi|agemaki (trefoil) knot (three loops and two tussels)|10|
揚幕|agemaku|theater  striped curtain through which actors make their entry (in Noh or Kabuki)|10|
明けましておめでとうございます|akemashiteomedetougozaimasu|Happy New Year!|10|
明け六つ|akemutsu|obs. the sixth hour of the morning|10|
揚げ物|agemono|deep  fried food|10|
挙げる|ageru|hold up (e. g. one's hand); catch; nab; arrest; give (an example), mention (a fact); hold (a ceremony); raise (an army); acheive (glory); give birth to (a child)|10|
揚げる|ageru|raise; hoist (a flag; a sail); draw  smth. out of the water; fly (a kite); shoot up (firework); land; disembark; fry in deep fat; call in (a geisha)|10|
明け渡す|akewatasu|vacate (a house); evacuate (a town); surrender (a castle)|10|
アゲンスト|agensuto|golf  contrary (opposing; cross) wind (literally  )|10|
顎|ago|jaw; chin|10|
亜綱|akou|biol. subclass|10|
アコウスチック な|akousutikku na|acoustic|10|
アコウスチックギタア|akousutikkugitaa|acoustic guitar|10|
アコウヂオン|akoudion|music  accordion|10|
アコウヂオmプリイツ|akoudionpuriitsu|accordion pleats|10|
憧れ|akogare|yearning; aspiration; |10|
憧れ の|akogare no|longed  for; coveted|10|
憧れる|akogareru|admire; adore; yearn for  smth., aspire to  smth.|10|
憬れる|akogareru|admire; adore; yearn for  smth., aspire to  smth.|10|
アゴラフォビア|agorafobia|agoraphobia|10|
麻|asa|hemp; flax; ramie; jute (general term for several plants)|10|
字|aza|village or town section with its own name|10|
アサアチブネス|asaatibunesu|psychol. assertiveness|10|
朝一 で|asaichi de|first thing in the morning|10|
朝市|asaichi|morning market|10|
麻糸|asaito|hemp (jute; linen) yarn (thread)|10|
アサイド|asaido|theater  aside (as of an actor's line)|10|
アサイン|asain|progr. assignment; |10|
アサイン する|asain suru|assign (a value to a variable)|10|
アサイッメント|asainmento|assignment; task|10|
麻裏(草履)|asaurazouri|hemp  soled straw sandals|10|
朝起き|asaoki|early rising; |10|
朝起き する|asaoki suru|get up early|10|
麻織|asaori|hemp cloth|10|
朝顔|asagao|bot. morning glory; = Ipomoea nil; bell (of a trumpet etc.); funnel  shaped urinal|10|
朝方 に|asagata ni|toward morning|10|
浅黄|asagi|pale yellow|10|
朝霧|asagiri|morning mist|10|
浅草|asakusa|>> Asakusa (district in Tokyo)|10|
浅黒い|asaguroi|swarthy; darkish|10|
朝稽古|asageiko|sports  morning practice (training)|10|
嘲り|azakeri|derision; sneer; scorn|10|
嘲る|azakeru|deride; ridicule; insult; sneer; scorn; taunt; jeer; mock|10|
朝御飯|asagohan|pol. breakfast|10|
麻衣|asagoromo;mae|linen robe|10|
朝シャン|asashan|shampooing in the morning; washing one's hair in the morning|10|
浅瀬|asase|shoal; shallows; ford|10|
朝立ち|asadachi|early morning departure; |10|
朝立ち する|asadachi suru|start early in the morning|10|
朝っぱら から|asappara kara|inf. since morning|10|
朝露|asatsuyu|morning dew|10|
浅手|asade|slight wound|10|
字|azana|pseudonym; alias; nickname|10|
糾う|azanau|twist (a rope etc.)|10|
麻縄|asanawa|hemp rope|10|
麻布|asanuno;mafu|[hemp]  cloth; linen|10|
朝寝|asane|late rising; |10|
朝寝 する|asane suru|get up late; sleep late in the morning|10|
浅はか な|asahaka na|superficial; frivolous; thoughtless; rash; foolish|10|
朝早く|asahayaku|early in the morning|10|
朝晩|asaban|morning and evening|10|
朝日|asahi|morning (rising) sun|10|
朝日丸|asahimaru|>> Asahimaru (ship's name)|10|
麻袋|asabukuro|hemp (jute; flax) bag (sack)|10|
浅ましい|asamashii|shameful; despicable; wretched; pitiable|10|
浅緑 の|asamidori no|light green|10|
欺き惑わす|azamukimadowasu|lit. deceive and lead astray|10|
欺く|azamuku|deceive; cheat|10|
朝飯|asameshi;asahan|breakfast|10|
朝飯前|asameshimae|before breakfast; fig. trivial matter; cinch; piece of cake|10|
鮮やか な|azayaka na|bright; clear; vivid; brilliant|10|
朝焼け|asayake|morning glow|10|
漁る|asaru|fish; search for; forage|10|
アサルトライフル|asarutoraifuru|assault rifle|10|
嘲笑う|azawarau|deride; sneer; ridicule; laugh at  smth.|10|
亜酸化|asanka|in names of chemical compounds  suboxide|10|
亜酸化物|asankabutsu|chem. suboxide|10|
麻綱|asaduna|hemp rope|10|
悪し|ashi|arch. bad|10|
アジ|aji|agitation|10|
アジア|ajia|Asia; |10|
アジア の|ajia no|Asian|10|
亜細亜|ajia|Asia|10|
アジア人|ajiajin|Asian person|10|
アジア象|ajiazou|Asian elephant; = Elephas maximus|10|
アジア太平洋(域5)地|ajiataiheiyouiki|Asia  Pacific region|10|
足跡|ashiato|footprints; footmarks; trace  140094_|10|
足音|ashioto|[sound of]  footsteps|10|
足が遅い|ashigaosoi|be slow  footed|10|
足利時代|ashikagajidai|hist. Ashikaga period|10|
足掛かり|ashigakari|foothold; toehold; fig. clue; key|10|
足が付く|ashigatsuku|be traced; be tracked (as of a criminal etc.)|10|
足が出る|ashigaderu|be short of money; exceed the budget|10|
足が遠退く|ashigatoonoku|visit less frequently; drift away from  smb.|10|
悪しからず|ashikarazu|[don't take it]  amiss|10|
足首|ashikubi|ankle|10|
足蹴|ashige|kick; |10|
足蹴 に する|ashige ni suru|give  smb. a kick|10|
味気ない|ajikenai;ajikinai|irksome; wearisome; dreary; dull; wretched|10|
